LN_part1_0000245|Nous avons ainsi obtenu un certain nombre de choses.|Nous avons ainsi obtenu un certain nombre de choses.
LN_part1_0000246|Mon cher Père Noël, j’ai été très sage cette année.|Mon cher Père Noël, j’ai été très sage cette année.
LN_part1_0000247|Il vient donc stabiliser les effectifs globaux du ministère de la défense.|Il vient donc stabiliser les effectifs globaux du ministère de la défense.
LN_part1_0000248|Contrairement à l’Afghanistan, la Syrie n’est pas un acteur lointain.|Contrairement à l’Afghanistan, la Syrie n’est pas un acteur lointain.
LN_part1_0000249|On ne peut pas continuer comme ça.|On ne peut pas continuer comme ça.
LN_part1_0000250|Je vous suggère, monsieur de Courson, de retirer votre amendement.|Je vous suggère, monsieur de Courson, de retirer votre amendement.
LN_part1_0000251|Enfin nous agissons au niveau européen et franco-britannique.|Enfin nous agissons au niveau européen et franco-britannique.
LN_part1_0000252|J’aurais pu être sensible à ce qu’a dit notre collègue Gagnaire.|J’aurais pu être sensible à ce qu’a dit notre collègue Gagnaire.
LN_part1_0000253|Mais il est difficile a priori de définir qui aurait droit ou non de faire des recours.|Mais il est difficile a priori de définir qui aurait droit ou non de faire des recours.
LN_part1_0000254|C’est là une avancée que nous saluons.|C’est là une avancée que nous saluons.
LN_part1_0000255|À titre d’exemple, il était de sept pour cent en Guadeloupe en deux mille onze.|À titre d’exemple, il était de sept pour cent en Guadeloupe en deux mille onze.
LN_part1_0000256|L’enjeu, sans être négligeable, n’était pas majeur.|L’enjeu, sans être négligeable, n’était pas majeur.
LN_part1_0000257|En cas de maladie psychiatrique, il n’est pas en capacité.|En cas de maladie psychiatrique, il n’est pas en capacité.
LN_part1_0000258|Ils ont également progressé en Italie, en Belgique, aux Pays-Bas et en Irlande.|Ils ont également progressé en Italie, en Belgique, aux Pays-Bas et en Irlande.
LN_part1_0000259|Nous avons bien entendu des règles communes pour faire vivre une monnaie unique.|Nous avons bien entendu des règles communes pour faire vivre une monnaie unique.
LN_part1_0000260|Peut-être, au fond, était-ce une mesure juste.|Peut-être, au fond, était-ce une mesure juste.
LN_part1_0000261|Trois Maliens, un Belge et un de nos compatriotes y ont perdu la vie.|Trois Maliens, un Belge et un de nos compatriotes y ont perdu la vie.
LN_part1_0000262|Je n’ai pas rêvé ce que j’ai vu avec ceux de mes collègues qui étaient présents.|Je n’ai pas rêvé ce que j’ai vu avec ceux de mes collègues qui étaient présents.
LN_part1_0000263|Cela accentue aussi par ailleurs le risque de fraude.|Cela accentue aussi par ailleurs le risque de fraude.
LN_part1_0000264|On ne peut pas non plus heurter de front la réalité juridique.|On ne peut pas non plus heurter de front la réalité juridique.
LN_part1_0000265|Vous vous y êtes en effet farouchement opposés, Monsieur Hollande en tête.|Vous vous y êtes en effet farouchement opposés, Monsieur Hollande en tête.
LN_part1_0000266|Cet amendement vise à rétablir la langue française dans sa plénitude.|Cet amendement vise à rétablir la langue française dans sa plénitude.
LN_part1_0000267|Je voudrais, moi aussi, comme mon collègue Potier, finir sur une bonne note.|Je voudrais, moi aussi, comme mon collègue Potier, finir sur une bonne note.
LN_part1_0000268|Vous avez su le faire brillamment hier.|Vous avez su le faire brillamment hier.
LN_part1_0000269|Ils se tiendront le vingt cinq juin prochain.|Ils se tiendront le vingt cinq juin prochain.
LN_part1_0000270|Croyez-vous que je l’aie oublié ?|Croyez-vous que je l’aie oublié ?
LN_part1_0000271|Vos services le savent bien.|Vos services le savent bien.
LN_part1_0000272|Donc cette politique a échoué.|Donc cette politique a échoué.
LN_part1_0000273|Tous les voyants sont aujourd’hui au rouge.|Tous les voyants sont aujourd’hui au rouge.
LN_part1_0000274|Mais pour comprendre la défense de l’État, il faut regarder dans le détail chaque ligne.|Mais pour comprendre la défense de l’État, il faut regarder dans le détail chaque ligne.
LN_part1_0000275|Il en est de même pour les commissariats de police.|Il en est de même pour les commissariats de police.
LN_part1_0000276|Voici à ce propos une brève anecdote.|Voici à ce propos une brève anecdote.
LN_part1_0000277|Les règles, notamment de répartition de l’enveloppe, sont déterminées.|Les règles, notamment de répartition de l’enveloppe, sont déterminées.
LN_part1_0000278|Il précise la notion d’opérateurs de fret express.|Il précise la notion d’opérateurs de fret express.
LN_part1_0000279|Je l’avais bien compris, monsieur Gosselin.|Je l’avais bien compris, monsieur Gosselin.
LN_part1_0000280|Cette loi de programmation, c’est notre feuille de route pour les six prochaines années.|Cette loi de programmation, c’est notre feuille de route pour les six prochaines années.
LN_part1_0000281|Les maires sont inquiets et en colère.|Les maires sont inquiets et en colère.
LN_part1_0000282|Ces témoignages, je peux vous les faire parvenir.|Ces témoignages, je peux vous les faire parvenir.
LN_part1_0000283|Trois chantiers mobilisent le Gouvernement.|Trois chantiers mobilisent le Gouvernement.
LN_part1_0000284|Le nombre de cas hebdomadaires supplémentaires dans certaines régions est en diminution.|Le nombre de cas hebdomadaires supplémentaires dans certaines régions est en diminution.
LN_part1_0000285|Oui, notre pays a renoué avec le progrès par le dialogue social.|Oui, notre pays a renoué avec le progrès par le dialogue social.
LN_part1_0000286|On reconnaît bien la droite.|On reconnaît bien la droite.
LN_part1_0000287|Je suis très heureux que l’Assemblée nationale s’apprête à le voter unanimement.|Je suis très heureux que l’Assemblée nationale s’apprête à le voter unanimement.
LN_part1_0000288|C’est pourquoi je m’interroge.|C’est pourquoi je m’interroge.
LN_part1_0000289|L’obligation d’accueil des communes a longtemps été non organisée et insatisfaisante.|L’obligation d’accueil des communes a longtemps été non organisée et insatisfaisante.
LN_part1_0000290|Voilà pourquoi il faut plafonner !|Voilà pourquoi il faut plafonner !
LN_part1_0000291|Aujourd’hui, nous réaffirmons ce choix.|Aujourd’hui, nous réaffirmons ce choix.
LN_part1_0000292|Nous savons tous que ces exigences habitent le monde cheminot.|Nous savons tous que ces exigences habitent le monde cheminot.
LN_part1_0000293|Je veux expliquer pourquoi on ne retrouve pas dans le nouvel article L.|Je veux expliquer pourquoi on ne retrouve pas dans le nouvel article L.
LN_part1_0000294|De quoi avez-vous peur ?|De quoi avez-vous peur ?
LN_part1_0000295|Je formulerai, malgré tout, un regret et une perspective.|Je formulerai, malgré tout, un regret et une perspective.
LN_part1_0000296|Dans cette situation, les failles sont certaines et les espoirs, abîmés.|Dans cette situation, les failles sont certaines et les espoirs, abîmés.
LN_part1_0000297|Il a pour intérêt de mettre autour de la table des personnes qui, souvent, s’ignorent.|Il a pour intérêt de mettre autour de la table des personnes qui, souvent, s’ignorent.
LN_part1_0000298|Le travail du samedi n’est en rien exceptionnel.|Le travail du samedi n’est en rien exceptionnel.
LN_part1_0000299|La parole est à Monsieur Christophe Caresche.|La parole est à Monsieur Christophe Caresche.
LN_part1_0000300|Vous verrez que c’est un sujet important.|Vous verrez que c’est un sujet important.
LN_part1_0000301|C’est ce débat-là que j’appelle chacune et chacun ici à reprendre.|C’est ce débat-là que j’appelle chacune et chacun ici à reprendre.
LN_part1_0000302|Il se trouve que j’ai récemment participé à un voyage en Israël.|Il se trouve que j’ai récemment participé à un voyage en Israël.
LN_part1_0000303|Oui, les socialistes sont soucieux de l’épanouissement des familles.|Oui, les socialistes sont soucieux de l’épanouissement des familles.
LN_part1_0000304|La mort de ce valeureux soldat touche la nation toute entière.|La mort de ce valeureux soldat touche la nation toute entière.
LN_part1_0000305|Le tout doit bien entendu se faire en pleine lumière.|Le tout doit bien entendu se faire en pleine lumière.
LN_part1_0000306|Cela soulève une vraie interrogation.|Cela soulève une vraie interrogation.
LN_part1_0000307|Les conseils généraux doivent donc pouvoir aussi s’exprimer.|Les conseils généraux doivent donc pouvoir aussi s’exprimer.
LN_part1_0000308|Une différence de demande, ou une demande indéterminée : c’est l’un ou l’autre.|Une différence de demande, ou une demande indéterminée : c’est l’un ou l’autre.
LN_part1_0000309|Par ailleurs, la gravité du pillage n’est pas forcément fonction du chiffre d’affaires.|Par ailleurs, la gravité du pillage n’est pas forcément fonction du chiffre d’affaires.
LN_part1_0000310|Au fond, tous disent la même chose.|Au fond, tous disent la même chose.
LN_part1_0000311|Et même vos amis Verts et de la gauche de la gauche ne vous croient pas.|Et même vos amis Verts et de la gauche de la gauche ne vous croient pas.
LN_part1_0000312|L’argument de l’héritage n’est pas recevable.|L’argument de l’héritage n’est pas recevable.
LN_part1_0000313|Nous étions alors en période de cohabitation ; Lionel Jospin était Premier ministre.|Nous étions alors en période de cohabitation ; Lionel Jospin était Premier ministre.
LN_part1_0000314|Plus personne n’y croit !|Plus personne n’y croit !
LN_part1_0000315|J’espère que nous pourrons y travailler rapidement.|J’espère que nous pourrons y travailler rapidement.
LN_part1_0000316|Adopter un enfant est un acte qui engage.|Adopter un enfant est un acte qui engage.
LN_part1_0000317|Un rapport, et rien d’autre.|Un rapport, et rien d’autre.
LN_part1_0000318|Tout le monde partage ces objectifs.|Tout le monde partage ces objectifs.
LN_part1_0000319|Bref, ça va, ça vient !|Bref, ça va, ça vient !
LN_part1_0000320|Le Gouvernement a fait un choix.|Le Gouvernement a fait un choix.
LN_part1_0000321|S’il a pu y avoir des manquements, ils ont été identifiés.|S’il a pu y avoir des manquements, ils ont été identifiés.
LN_part1_0000322|Non, pas de leçons à recevoir !|Non, pas de leçons à recevoir !
LN_part1_0000323|Les grandes langues de l’avenir seront le chinois, l’espagnol et l’arabe.|Les grandes langues de l’avenir seront le chinois, l’espagnol et l’arabe.
LN_part1_0000324|Ils attendent donc des pouvoirs publics autre chose qu’une augmentation de cette taxe.|Ils attendent donc des pouvoirs publics autre chose qu’une augmentation de cette taxe.
LN_part1_0000325|Madame Pires Beaune, c’est avec grand plaisir que je retire mon amendement.|Madame Pires Beaune, c’est avec grand plaisir que je retire mon amendement.
LN_part1_0000326|On peut dire que le débat a eu lieu, qu’il n’a pas eu lieu ou qu’il aura lieu.|On peut dire que le débat a eu lieu, qu’il n’a pas eu lieu ou qu’il aura lieu.
LN_part1_0000327|Un seul a été adopté.|Un seul a été adopté.
LN_part1_0000328|Des extraits ont été publiés hier dans la presse, d’autres ce matin.|Des extraits ont été publiés hier dans la presse, d’autres ce matin.
LN_part1_0000329|Ce texte marque une première étape et nous le voterons avec fierté et enthousiasme.|Ce texte marque une première étape et nous le voterons avec fierté et enthousiasme.
LN_part1_0000330|Toutefois, cette démarche reste peu connue et, de fait, peu utilisée par nos concitoyens.|Toutefois, cette démarche reste peu connue et, de fait, peu utilisée par nos concitoyens.
LN_part1_0000331|J’en viens à ma seconde approche du sujet.|J’en viens à ma seconde approche du sujet.
LN_part1_0000332|Une première étape n’a donc rien de dérisoire.|Une première étape n’a donc rien de dérisoire.
LN_part1_0000333|Aussi, votons-les sans réserve.|Aussi, votons-les sans réserve.
LN_part1_0000334|Il est temps de passer enfin aux actes !|Il est temps de passer enfin aux actes !
LN_part1_0000335|Soyons fiers de relever de grands défis !|Soyons fiers de relever de grands défis !
LN_part1_0000336|Nous avons examiné un sujet en commission, ce sujet a mûri.|Nous avons examiné un sujet en commission, ce sujet a mûri.
LN_part1_0000337|En effet, si le coût initial est faible, les matériaux en question sont lourds.|En effet, si le coût initial est faible, les matériaux en question sont lourds.
LN_part1_0000338|Ce combat est aussi un combat pour nos valeurs.|Ce combat est aussi un combat pour nos valeurs.
LN_part1_0000339|Notre attachement au droit d’auteur et aux droits voisins est commun.|Notre attachement au droit d’auteur et aux droits voisins est commun.
LN_part1_0000340|Je commence par le renseignement, pièce essentielle de notre autonomie stratégique.|Je commence par le renseignement, pièce essentielle de notre autonomie stratégique.
LN_part1_0000341|Je rappelle que Google n’a proposé la création d’un tel fonds dans aucun autre pays.|Je rappelle que Google n’a proposé la création d’un tel fonds dans aucun autre pays.
LN_part1_0000342|Vincent Peillon, c’est à vous que j’adresse cette question.|Vincent Peillon, c’est à vous que j’adresse cette question.
LN_part1_0000343|Je rappelle que les remises existent aujourd’hui, totales ou partielles.|Je rappelle que les remises existent aujourd’hui, totales ou partielles.
LN_part1_0000344|Nous sommes donc très proches l’un de l’autre.|Nous sommes donc très proches l’un de l’autre.
LN_part1_0000345|Je trouve que ce n’est pas logique.|Je trouve que ce n’est pas logique.
LN_part1_0000346|Ça ne mange pas de pain…|Ça ne mange pas de pain…
LN_part1_0000347|Changer le dispositif comme vous le proposez ne serait pas la solution.|Changer le dispositif comme vous le proposez ne serait pas la solution.
LN_part1_0000348|Et cette concertation peut s’échelonner sur de longues périodes.|Et cette concertation peut s’échelonner sur de longues périodes.
LN_part1_0000349|Les pouvoirs publics apporteront le dernier tiers sous la forme de subventions.|Les pouvoirs publics apporteront le dernier tiers sous la forme de subventions.
LN_part1_0000350|Et enfin, nous avons aussi obtenu le respect de la zone des cent milles.|Et enfin, nous avons aussi obtenu le respect de la zone des cent milles.
LN_part1_0000351|En matière d’export, cela arrive fréquemment.|En matière d’export, cela arrive fréquemment.
LN_part1_0000352|Je ne comprends pas pourquoi on veut créer une énième assemblée à consulter.|Je ne comprends pas pourquoi on veut créer une énième assemblée à consulter.
LN_part1_0000353|C’est ce à quoi je m’emploie.|C’est ce à quoi je m’emploie.
LN_part1_0000354|Bridgestone possède trois usines : en France, en Italie et en Espagne.|Bridgestone possède trois usines : en France, en Italie et en Espagne.
LN_part1_0000355|Ouvrir le mariage aux couples homosexuels, c’est leur reconnaître la pleine citoyenneté.|Ouvrir le mariage aux couples homosexuels, c’est leur reconnaître la pleine citoyenneté.
LN_part1_0000356|Plus jamais ça, madame la garde des sceaux !|Plus jamais ça, madame la garde des sceaux !
LN_part1_0000357|Dans l’espace non urbain, il y a les forêts et les espaces naturels.|Dans l’espace non urbain, il y a les forêts et les espaces naturels.
LN_part1_0000358|Faites-moi au moins grâce de cela.|Faites-moi au moins grâce de cela.
LN_part1_0000359|Pourquoi un tel déséquilibre ?|Pourquoi un tel déséquilibre ?
LN_part1_0000360|Le jeu en vaut-il la chandelle ?|Le jeu en vaut-il la chandelle ?
LN_part1_0000361|La séance, suspendue à onze heures trente, est reprise à onze heures trente-cinq.|La séance, suspendue à onze heures trente, est reprise à onze heures trente-cinq.
LN_part1_0000362|La position de notre groupe n’est pas tranchée.|La position de notre groupe n’est pas tranchée.
LN_part1_0000363|Voilà aussi l’intérêt de ce regroupement.|Voilà aussi l’intérêt de ce regroupement.
LN_part1_0000364|Monsieur Muet, il faut conclure.|Monsieur Muet, il faut conclure.
LN_part1_0000365|Cela ne nous paraît pas d’une grande cohérence.|Cela ne nous paraît pas d’une grande cohérence.
LN_part1_0000366|En trois mots, il y a eu une carte.|En trois mots, il y a eu une carte.
LN_part1_0000367|Il y a, là aussi, une forme de hiérarchie et de modulation intéressante.|Il y a, là aussi, une forme de hiérarchie et de modulation intéressante.
LN_part1_0000368|Nous ne sommes pas dans la même logique pour les automobiles et pour les camions.|Nous ne sommes pas dans la même logique pour les automobiles et pour les camions.
LN_part1_0000369|Cette question relève de l’aménagement du territoire.|Cette question relève de l’aménagement du territoire.
LN_part1_0000370|Trois raisons de fond me paraissent justifier la réserve de notre vote.|Trois raisons de fond me paraissent justifier la réserve de notre vote.
LN_part1_0000371|Tout le monde en convient : le statu quo est impossible.|Tout le monde en convient : le statu quo est impossible.
LN_part1_0000372|C’est un premier vice qui entache l’ensemble du processus.|C’est un premier vice qui entache l’ensemble du processus.
LN_part1_0000373|La parole est à Monsieur Philippe Gomes, pour le soutenir.|La parole est à Monsieur Philippe Gomes, pour le soutenir.
LN_part1_0000374|Ces mesures seront présentées en juin prochain.|Ces mesures seront présentées en juin prochain.
LN_part1_0000375|Cela a créé une dynamique, un espoir incroyable.|Cela a créé une dynamique, un espoir incroyable.
LN_part1_0000376|Vols avec violence : de plus trois pour cent à plus cinq pour cent.|Vols avec violence : de plus trois pour cent à plus cinq pour cent.
LN_part1_0000377|C’est évidemment un facteur essentiel de l’épanouissement humain.|C’est évidemment un facteur essentiel de l’épanouissement humain.
LN_part1_0000378|C’est ce que corrige la proposition de loi.|C’est ce que corrige la proposition de loi.
LN_part1_0000379|Pour cela, l’État doit jouer pleinement son rôle.|Pour cela, l’État doit jouer pleinement son rôle.
LN_part1_0000380|Elle doit s’adapter à un monde qui bouge.|Elle doit s’adapter à un monde qui bouge.
LN_part1_0000381|Le délai a été porté à huit jours depuis.|Le délai a été porté à huit jours depuis.
LN_part1_0000382|Qui aurait pu en douter ?|Qui aurait pu en douter ?
LN_part1_0000383|En l’état actuel, la procédure est complexe, lourde et peu évidente.|En l’état actuel, la procédure est complexe, lourde et peu évidente.
LN_part1_0000384|Tous les indicateurs économiques sont au rouge, et les Français l’ont bien compris.|Tous les indicateurs économiques sont au rouge, et les Français l’ont bien compris.
LN_part1_0000385|Une femme meurt, en France, tous les deux jours sous les coups de son conjoint.|Une femme meurt, en France, tous les deux jours sous les coups de son conjoint.
LN_part1_0000386|C’est une approche quelque peu déconcertante du travail législatif…|C’est une approche quelque peu déconcertante du travail législatif…
LN_part1_0000387|C’est trop ou trop peu.|C’est trop ou trop peu.
LN_part1_0000388|Ils ont voulu doubler les seuils sociaux.|Ils ont voulu doubler les seuils sociaux.
LN_part1_0000389|Ils iront donc tout particulièrement aux personnes en situation de handicap.|Ils iront donc tout particulièrement aux personnes en situation de handicap.
LN_part1_0000390|En résumé, il s’agit d’accompagner l’enfant et le beau-parent dans les actes usuels…|En résumé, il s’agit d’accompagner l’enfant et le beau-parent dans les actes usuels…
LN_part1_0000391|Nous partageons toutefois cette vision.|Nous partageons toutefois cette vision.
LN_part1_0000392|Pourquoi est-ce différent de « chacun » ?|Pourquoi est-ce différent de « chacun » ?
LN_part1_0000393|Or il s’agit bien, à travers de cet article, de nier la famille biologique.|Or il s’agit bien, à travers de cet article, de nier la famille biologique.
LN_part1_0000394|Pour conclure, nous sommes dans une période clé.|Pour conclure, nous sommes dans une période clé.
LN_part1_0000395|Une telle approche ne peut plus prévaloir.|Une telle approche ne peut plus prévaloir.
LN_part1_0000396|Qu’allez-vous faire des start-up ?|Qu’allez-vous faire des start-up ?
LN_part1_0000397|Souhaitons que vous soyez entendu.|Souhaitons que vous soyez entendu.
LN_part1_0000398|Soyons à la hauteur des attentes des Français.|Soyons à la hauteur des attentes des Français.
LN_part1_0000399|Ce vaste oubli, c’est l’amnistie.|Ce vaste oubli, c’est l’amnistie.
LN_part1_0000400|Eh oui, cette entreprise nationale n’avait connu que le monopole, donc la facilité.|Eh oui, cette entreprise nationale n’avait connu que le monopole, donc la facilité.
LN_part1_0000401|Le droit d’option permettra peut-être à des projets économiques intelligents de naître.|Le droit d’option permettra peut-être à des projets économiques intelligents de naître.
LN_part1_0000402|Or, l’on retrouve le nom de Monsieur Guéant dans cette affaire.|Or, l’on retrouve le nom de Monsieur Guéant dans cette affaire.
LN_part1_0000403|Cette notion de taille critique est en effet importante.|Cette notion de taille critique est en effet importante.
LN_part1_0000404|Les deux méthodes se valent…|Les deux méthodes se valent…
LN_part1_0000405|Des subventions ont par ailleurs été sollicitées de l’Europe en ce sens.|Des subventions ont par ailleurs été sollicitées de l’Europe en ce sens.
LN_part1_0000406|La première concerne les évolutions au niveau européen.|La première concerne les évolutions au niveau européen.
LN_part1_0000407|Depuis le début, nous nous tuons à vous l’expliquer.|Depuis le début, nous nous tuons à vous l’expliquer.
LN_part1_0000408|Je citerai la nôtre, en Bretagne, qui est très organisée et qui obtient des résultats.|Je citerai la nôtre, en Bretagne, qui est très organisée et qui obtient des résultats.
LN_part1_0000409|Peut-on, au fond, banaliser l’amnistie ?|Peut-on, au fond, banaliser l’amnistie ?
LN_part1_0000410|Ce n’est pas la même chose d’être étudiant ou senior que d’avoir un mode de vie différent.|Ce n’est pas la même chose d’être étudiant ou senior que d’avoir un mode de vie différent.
LN_part1_0000411|Les élus ont la main sur cette décision ; ils en sont responsables.|Les élus ont la main sur cette décision ; ils en sont responsables.
LN_part1_0000412|De nombreux États africains ont fourni des troupes.|De nombreux États africains ont fourni des troupes.
LN_part1_0000413|C’est terminé, monsieur Estrosi.|C’est terminé, monsieur Estrosi.
LN_part1_0000414|Ce crime était très préparé, très organisé.|Ce crime était très préparé, très organisé.
LN_part1_0000415|Peine perdue, objectif totalement raté !|Peine perdue, objectif totalement raté !
LN_part1_0000416|Il avait parlé de « choc fiscal » : en fait de choc, c’était celui du bouclier fiscal…|Il avait parlé de « choc fiscal » : en fait de choc, c’était celui du bouclier fiscal…
LN_part1_0000417|Contrairement à ce que j’ai entendu ici ou là, ce département mérite le respect.|Contrairement à ce que j’ai entendu ici ou là, ce département mérite le respect.
LN_part1_0000418|Même Chassaigne n’aurait pas osé !|Même Chassaigne n’aurait pas osé !
LN_part1_0000419|La protection de nos intérêts immédiats doit être prioritaire.|La protection de nos intérêts immédiats doit être prioritaire.
LN_part1_0000420|C’est une question extrêmement importante,…|C’est une question extrêmement importante,…
LN_part1_0000421|La parole est à Monsieur Alain Leboeuf, pour soutenir l’amendement.|La parole est à Monsieur Alain Leboeuf, pour soutenir l’amendement.
LN_part1_0000422|A défaut, je suggérerai à l’Assemblée de le rejeter.|A défaut, je suggérerai à l’Assemblée de le rejeter.
LN_part1_0000423|L’économie, l’entreprise ne fonctionnent pas selon les règles arithmétiques de ce genre.|L’économie, l’entreprise ne fonctionnent pas selon les règles arithmétiques de ce genre.
LN_part1_0000424|Cet amendement apporte en effet une précision qui clarifie le texte.|Cet amendement apporte en effet une précision qui clarifie le texte.
LN_part1_0000425|Gardons notre calme, mes chers collègues.|Gardons notre calme, mes chers collègues.
LN_part1_0000426|Je prends pour exemple le secteur du Pays de Bière, au nord de Fontainebleau.|Je prends pour exemple le secteur du Pays de Bière, au nord de Fontainebleau.
LN_part1_0000427|C’est une habitude de votre gouvernement, qui toutefois s’étiole au fil du temps.|C’est une habitude de votre gouvernement, qui toutefois s’étiole au fil du temps.
LN_part1_0000428|Ce système n’était en fait qu’une mise sous tutelle de l’audiovisuel public.|Ce système n’était en fait qu’une mise sous tutelle de l’audiovisuel public.
LN_part1_0000429|J’espère que nous pourrons y revenir lors de la navette.|J’espère que nous pourrons y revenir lors de la navette.
LN_part1_0000430|Certes, dans ce texte, tout n’est pas du même bois.|Certes, dans ce texte, tout n’est pas du même bois.
LN_part1_0000431|Vous dites une chose et son contraire.|Vous dites une chose et son contraire.
LN_part1_0000432|Nous les avons définis hier.|Nous les avons définis hier.
LN_part1_0000433|On voit comment elle essaie d’empêcher Emirates, entre autres, de venir.|On voit comment elle essaie d’empêcher Emirates, entre autres, de venir.
LN_part1_0000434|Le calcul politique, comme le dispositif juridique, est mauvais.|Le calcul politique, comme le dispositif juridique, est mauvais.
LN_part1_0000435|Cela empêche les gens d’être stabilisés dans leur emploi.|Cela empêche les gens d’être stabilisés dans leur emploi.
LN_part1_0000436|Doit-on figer à un pour cent du revenu brut le budget européen ?|Doit-on figer à un pour cent du revenu brut le budget européen ?
LN_part1_0000437|Je veux, pour conclure, tirer la sonnette d’alarme.|Je veux, pour conclure, tirer la sonnette d’alarme.
LN_part1_0000438|Ils sont inconnus au bataillon !|Ils sont inconnus au bataillon !
LN_part1_0000439|J’espère donc que cet amendement obtiendra votre approbation.|J’espère donc que cet amendement obtiendra votre approbation.
LN_part1_0000440|Vous savez bien qu’en droit, l’indicatif vaut impératif.|Vous savez bien qu’en droit, l’indicatif vaut impératif.
LN_part1_0000441|Preuve de ce mal-être, des drames se produisent.|Preuve de ce mal-être, des drames se produisent.
LN_part1_0000442|Il y a bien un choc fiscal, mais pas un choc de compétitivité.|Il y a bien un choc fiscal, mais pas un choc de compétitivité.
LN_part1_0000443|La question se pose véritablement.|La question se pose véritablement.
LN_part1_0000444|Cela peut aussi répondre aux besoins exprimés s’agissant de la ruralité.|Cela peut aussi répondre aux besoins exprimés s’agissant de la ruralité.
LN_part1_0000445|Il s’agit donc de mettre le droit en conformité et c’est notre rôle de législateur.|Il s’agit donc de mettre le droit en conformité et c’est notre rôle de législateur.
LN_part1_0000446|Or l’enjeu est réel.|Or l’enjeu est réel.
LN_part1_0000447|En matière d’ouverture de droits, l’emploi déclaré change vraiment la donne.|En matière d’ouverture de droits, l’emploi déclaré change vraiment la donne.
LN_part1_0000448|Un appel a été fait à ma rigueur, je vais donc forcément répondre.|Un appel a été fait à ma rigueur, je vais donc forcément répondre.
LN_part1_0000449|Ceux et celles qui nous demandent de légiférer n’hésitent pas entre vivre ou mourir.|Ceux et celles qui nous demandent de légiférer n’hésitent pas entre vivre ou mourir.
LN_part1_0000450|Cette mesure permet d’éviter des regroupements trop importants.|Cette mesure permet d’éviter des regroupements trop importants.
LN_part1_0000451|Il a été suffisamment clair pour que nous n’ayons pas à y revenir.|Il a été suffisamment clair pour que nous n’ayons pas à y revenir.
LN_part1_0000452|Cet écart s’aggrave année après année, comme je l’ai déjà dit hier.|Cet écart s’aggrave année après année, comme je l’ai déjà dit hier.
LN_part1_0000453|Voilà ce qu’attendent nos concitoyens !|Voilà ce qu’attendent nos concitoyens !
LN_part1_0000454|Ce gouvernement fait le grand écart.|Ce gouvernement fait le grand écart.
LN_part1_0000455|Dans l’agriculture, il s’agit de biens immobiliers, de terres.|Dans l’agriculture, il s’agit de biens immobiliers, de terres.
LN_part1_0000456|Nous sommes donc logiques jusqu’au bout.|Nous sommes donc logiques jusqu’au bout.
LN_part1_0000457|Encore un stéréotype de genre !|Encore un stéréotype de genre !
LN_part1_0000458|Cela n’a aucun intérêt pour le repreneur, le salarié ou une autre structure.|Cela n’a aucun intérêt pour le repreneur, le salarié ou une autre structure.
LN_part1_0000459|Ne l’oublions pas : ce texte a été voulu, en son temps, principalement pour ce motif.|Ne l’oublions pas : ce texte a été voulu, en son temps, principalement pour ce motif.
LN_part1_0000460|Nous ne sommes fanatiques de rien !|Nous ne sommes fanatiques de rien !
LN_part1_0000461|Elle bouscule les idées reçues.|Elle bouscule les idées reçues.
LN_part1_0000462|Il nous semble que cette notion est trop imprécise.|Il nous semble que cette notion est trop imprécise.
LN_part1_0000463|Cet amendement ouvre la boîte de Pandore et vous le savez.|Cet amendement ouvre la boîte de Pandore et vous le savez.
LN_part1_0000464|On peut donc au moins penser à eux.|On peut donc au moins penser à eux.
LN_part1_0000465|Le vrai sujet est là.|Le vrai sujet est là.
LN_part1_0000466|Tout dépend de quelle façon on leur pose la question.|Tout dépend de quelle façon on leur pose la question.
LN_part1_0000467|Il faut conclure, monsieur Gomes.|Il faut conclure, monsieur Gomes.
LN_part1_0000468|Pour autant, ce collectif budgétaire est loin d’être superflu.|Pour autant, ce collectif budgétaire est loin d’être superflu.
LN_part1_0000469|L’avenir de notre pays ne s’écrit pas sur une page blanche.|L’avenir de notre pays ne s’écrit pas sur une page blanche.
LN_part1_0000470|Il y a enfin une révision de la politique des loyers.|Il y a enfin une révision de la politique des loyers.
LN_part1_0000471|Cette chambre apparaît en compétition avec le Conseil supérieur.|Cette chambre apparaît en compétition avec le Conseil supérieur.
LN_part1_0000472|En effet, la constitution de trusts participe à des phénomènes massifs d’évasion fiscale.|En effet, la constitution de trusts participe à des phénomènes massifs d’évasion fiscale.
LN_part1_0000473|On en vient aujourd’hui aux portables portefeuilles.|On en vient aujourd’hui aux portables portefeuilles.
LN_part1_0000474|Prenons l’exemple d’un sandwich.|Prenons l’exemple d’un sandwich.
LN_part1_0000475|Chacun en prend pour son grade !|Chacun en prend pour son grade !
LN_part1_0000476|J’espère que ce changement politique n’empêchera pas son adoption.|J’espère que ce changement politique n’empêchera pas son adoption.
LN_part1_0000477|J’aimerais, avant de retirer cet amendement, obtenir cette précision.|J’aimerais, avant de retirer cet amendement, obtenir cette précision.
LN_part1_0000478|La parole est à Monsieur Frédéric Reiss.|La parole est à Monsieur Frédéric Reiss.
LN_part1_0000479|Cela ne porte pas trop atteinte aux surgelés ou aux produits sous vide.|Cela ne porte pas trop atteinte aux surgelés ou aux produits sous vide.
